序号,课程号,课程名称,课程类型,开课单位,班号,学分,执行计划编号,起止周,上课时间,教师,备注
2841,06234900,中国经济专题,专业必修,国家发展研究院,1,2,BZ2526106234900_16241,1-16,星期四(第10节-第11节),林毅夫,
2842,06235060,财务会计,专业任选,国家发展研究院,1,3,BZ2526106235060_11181,1-16,星期一(第10节-第12节),张昕,
2843,06236010,财务报表分析,专业任选,国家发展研究院,1,3,BZ2526106236010_10623,1-16,星期三(第10节-第12节)(单)星期六(第10节-第12节)(双),张昕,
2844,06239040,宏观经济与健康,全校公选课,国家发展研究院,1,3,BZ2526106239040_17064,1-16,星期六(第7节-第9节),刘国恩,
2845,06239084,中级宏观经济学,专业必修,国家发展研究院,1,3,BZ2526106239084_16719,1-16,星期五(第10节-第12节),朱礼军,
2846,06239084,中级宏观经济学,专业必修,国家发展研究院,2,3,BZ2526106239084_28384,1-16,星期六(第7节-第9节),鄢萍,
2847,06239085,中级微观经济学,专业必修,国家发展研究院,2,3,BZ2526106239085_10902,1-16,星期六(第2节-第4节),王歆,
2848,06239085,中级微观经济学,专业必修,国家发展研究院,3,3,BZ2526106239085_38139,1-16,星期四(第10节-第12节),田巍,
2849,06239086,计量经济学,专业必修,国家发展研究院,1,3,BZ2526106239086_17115,1-16,星期二(第10节-第12节),张丹丹,
2850,06239086,计量经济学,专业必修,国家发展研究院,2,3,BZ2526106239086_29304,1-16,星期六(第10节-第12节),黄炜,
2851,06239087,中国经济专题小班讨论课,专业必修,经济学院,1,1,BZ2526106239087_15012,1-16,星期四(第3节-第4节)(双),林毅夫,限新结构经济学实验班，朗润园万众一楼小教室
2852,06239093,发展经济学,专业限选,国家发展研究院,1,3,BZ2526106239093_11908,1-16,星期四(第7节-第9节),于航,
2853,06239097,国际金融,专业任选,国家发展研究院,1,3,BZ2526106239097_13879,1-16,星期四(第3节-第4节)(双)星期五(第3节-第4节),王勋,
2854,06239098,国际贸易,专业限选,国家发展研究院,1,3,BZ2526106239098_16061,1-16,星期三(第7节-第8节)星期四(第3节-第4节)(单),黄清扬,
2855,06239101,货币银行学,专业限选,国家发展研究院,1,3,BZ2526106239101_13683,1-16,星期三(第10节-第12节),李明浩,
2856,06239106,投资学,专业限选,国家发展研究院,1,3,BZ2526106239106_13145,1-16,星期六(第2节-第4节),徐建国,
2857,06239108,卫生经济学,专业限选,国家发展研究院,1,3,BZ2526106239108_11618,1-16,星期一(第7节-第9节),李玲,
2858,06239111,战略管理学,专业限选,国家发展研究院,1,3,BZ2526106239111_10806,1-16,星期二(第10节-第12节),邓子梁,
2859,06239113,中国宏观经济,专业限选,国家发展研究院,1,3,BZ2526106239113_14033,1-16,星期一(第10节-第12节),徐高,
2860,06239114,经济学研究训练,专业必修,国家发展研究院,1,3,BZ2526106239114_19575,1-16,星期三(第10节-第12节),黄炜,
2861,06239121,数据分析和计量经济学编程,专业限选,国家发展研究院,1,2,BZ2526106239121_10099,1-16,星期三(第7节-第8节),刘诗尧,
2862,06239129,经济学原理习题课,通选课,国家发展研究院,1,0,BZ2526106239129_11972,1-16,星期五(第5节-第6节),张维迎,1班习题课，仅1班有习题课
2863,06239130,中级宏观经济学习题课,专业必修,国家发展研究院,1,0,BZ2526106239130_14580,1-16,星期二(第5节-第6节)(双),朱礼军,1班习题课
2864,06239130,中级宏观经济学习题课,专业必修,国家发展研究院,2,0,BZ2526106239130_20167,1-16,星期六(第5节-第6节)(双),鄢萍,2班习题课
2865,06239131,中级微观经济学习题课,专业必修,国家发展研究院,1,0,BZ2526106239131_11147,1-16,星期二(第5节-第6节)(单),胡岠,1班习题课
2866,06239131,中级微观经济学习题课,专业必修,国家发展研究院,2,0,BZ2526106239131_27425,1-16,星期六(第5节-第6节)(单),王歆,2班习题课
2867,06239131,中级微观经济学习题课,专业必修,国家发展研究院,3,0,BZ2526106239131_33363,1-16,星期六(第10节-第11节)(双),田巍,3班习题课
2868,06239132,计量经济学习题课,专业必修,国家发展研究院,1,0,BZ2526106239132_13068,1-16,星期五(第10节-第11节),张丹丹,1班习题课
2869,06239132,计量经济学习题课,专业必修,国家发展研究院,2,0,BZ2526106239132_28150,1-16,星期六(第3节-第4节),黄炜,2班习题课，第一周习题课不上
2870,06239143,数字时代的组织行为与领导力,专业限选,国家发展研究院,1,3,BZ2526106239143_15997,1-16,星期三(第2节-第4节),尹俊王岚,
2871,06239147,中级微观经济学（荣誉课）,专业必修,国家发展研究院,1,3,BZ2526106239147_19964,1-16,星期一(第7节-第9节),胡岠,与《中级微观经济学》06239085互斥
2872,06239155,中国金融改革,专业限选,国家发展研究院,1,3,BZ2526106239155_15117,1-16,星期二(第2节-第4节),黄益平,
2873,06239156,社会与经济网络导论,专业限选,国家发展研究院,1,3,BZ2526106239156_17545,1-16,星期一(第2节-第4节),邢亦青,
2874,06239157,经济学高级研讨班（习题课）,专业限选,国家发展研究院,1,0,BZ2526106239157_16103,1-16,星期二(第10节-第11节),刘诗尧,1班习题课
2875,06239159,产业组织理论（荣誉课）,专业限选,国家发展研究院,1,3,BZ2526106239159_18590,1-16,星期五(第7节-第9节),汪浩,与《产业组织》06239080互斥
2876,06239161,经济学高级研讨班（荣誉课）,专业限选,国家发展研究院,1,3,BZ2526106239161_18778,1-16,星期二(第7节-第9节),刘诗尧,Taught in English
2877,06239163,数字金融,专业限选,国家发展研究院,1,3,BZ2526106239163_11305,1-16,星期四(第2节-第4节),沈艳黄卓谢绚丽,
2878,06239164,经济学学术与实践前沿,专业限选,国家发展研究院,1,1,BZ2526106239164_17609,1-8,星期五(第7节-第8节),黄炜,不能中期退课
2879,06239165,行为经济学,专业限选,国家发展研究院,1,3,BZ2526106239165_14348,1-16,星期四(第10节-第12节),潘聿航,Taught in English
2880,06239168,新结构经济学导论,专业任选,国家发展研究院,1,3,BZ2526106239168_13369,1-16,星期三(第10节-第12节),江深哲,--补录
2881,06239169,人工智能经济学,专业任选,国家发展研究院,1,3,BZ2526106239169_15380,1-16,星期六(第7节-第9节),易君健,
2882,06239170,人工智能管理学,专业任选,国家发展研究院,1,3,BZ2526106239170_14170,1-16,星期一(第10节-第12节),朱丽,
2883,06731030,中国教育及其文化基础,全校公选课,教育学院,0,3,BZ2526106731030_02629,1-16,星期四(第7节-第9节),施晓光,
2884,06733030,教育与人工智能,全校公选课,教育学院,0,2,BZ2526106733030_05320,1-16,星期二(第10节-第11节),贾积有,
2885,06733070,数字媒体创意设计,全校公选课,教育学院,0,2,BZ2526106733070_07454,1-16,星期三(第5节-第6节),赵国栋,
2886,06733100,智能时代的英文学术写作,全校公选课,教育学院,0,2,BZ2526106733100_07468,1-16,星期一(第3节-第4节),范逸洲,
2887,06734060,心理与教育测量,全校公选课,教育学院,0,2,BZ2526106734060_03991,1-16,星期三(第3节-第4节),黄晓婷,
2888,06734080,教育与幸福,全校公选课,教育学院,0,2,BZ2526106734080_02212,1-16,星期四(第10节-第11节),文东茅,
2889,06735030,当代教育研究专题,全校公选课,教育学院,0,3,BZ2526106735030_01474,1-16,星期四(第7节-第9节),刘云杉郑蕾,
2890,06735070,田野研究与专题读书,全校公选课,教育学院,0,1,BZ2526106735070_07565,1-16,,王利平,
2891,06735110,教育研究前沿专题,全校公选课,教育学院,0,2,BZ2526106735110_09085,1-16,星期三(第5节-第6节),朱琼周雪涵,
2892,06736010,中国乡村教育：行动与反思,全校公选课,教育学院,0,2,BZ2526106736010_00370,1-16,星期四(第10节-第11节),王蓉,
2893,08402105,细胞分子生物学中的物理化学,专业任选,前沿交叉学科研究院,1,3,BZ2526108402105_12938,1-16,星期四(第7节-第9节),谢晓亮,
2894,08430001,当代科技史,通选课,前沿交叉学科研究院,1,2,BZ2526108430001_14284,1-16,星期二(第10节-第11节),曹琪,
2895,08430003,电子游戏改造人类世界的历史,全校公选课,前沿交叉学科研究院,1,2,BZ2526108430003_18489,1-16,星期一(第10节-第11节),曹琪,
2896,08430006,科技史上的北京大学,全校公选课,前沿交叉学科研究院,1,2,BZ2526108430006_15660,1-16,星期四(第10节-第11节),张藜曹琪,
2897,08430008,数据科学导引B,通选课,前沿交叉学科研究院,1,3,BZ2526108430008_10727,1-16,星期五(第7节-第9节),张文涛,
2898,08430009,深度学习中的最优化方法,专业限选,前沿交叉学科研究院,1,3,BZ2526108430009_19040,1-16,星期二(第7节-第9节),袁坤,
2899,12631020,环境毒理学,专业必修,城市与环境学院,1,3,BZ2526112631020_18353,1-16,星期四(第3节-第6节),张照斌黄崇,本研合上，3-4节院楼105，6-13周5-6节院楼310
2900,12631070,环境科学概论,专业必修,城市与环境学院,1,2,BZ2526112631070_15038,1-16,星期五(第3节-第4节),刘茂甸,生态人文任
2901,12631080,环境化学,专业必修,城市与环境学院,1,3,BZ2526112631080_17264,1-16,星期一(第7节-第9节),朱东强,生态任
2902,12631110,环境工程学,专业必修,城市与环境学院,1,2,BZ2526112631110_12446,1-16,星期一(第5节-第6节),程和发,
2903,12631150,环境科学研究方法,专业任选,城市与环境学院,1,2,BZ2526112631150_10849,1-16,星期三(第5节-第6节),刘茂甸,本研合上
2904,12631250,实验室安全,专业任选,城市与环境学院,1,1,BZ2526112631250_17723,1-16,星期二(第3节-第4节),张家富付晓芳姚蒙,本研合上
2905,12631290,暴露组学,专业任选,城市与环境学院,1,2,BZ2526112631290_17379,1-16,星期二(第3节-第4节),王斌,
2906,12631320,宜居地球,专业必修,城市与环境学院,1,1,BZ2526112631320_12139,1-8,星期二(第5节-第6节),李双成李本纲李喜青杜世宏沈国锋华方圆喻航钟奇瑞,环科自地生态必修
2907,12631320,宜居地球,专业必修,城市与环境学院,2,1,BZ2526112631320_27215,9-16,星期二(第5节-第6节),李双成李本纲李喜青杜世宏沈国锋华方圆喻航钟奇瑞,环科自地生态必修
2908,12631350,环境生物学,专业必修,城市与环境学院,1,2,BZ2526112631350_17644,1-16,星期二(第3节-第4节),张照斌,环健生态任
2909,12632070,理论生态学,专业限选,城市与环境学院,1,2,BZ2526112632070_18162,1-16,星期二(第3节-第4节),王少鹏,本研合上
2910,12632120,R语言应用,专业任选,城市与环境学院,1,2,BZ2526112632120_15501,1-16,星期一(第5节-第6节),王志恒,本研合上
2911,12632160,生态学实验与方法,专业必修,城市与环境学院,1,3,BZ2526112632160_19445,1-16,星期三(第3节-第8节),王戎疆吉成均唐志尧朱彪姚蒙,院楼310
2912,12632160,生态学实验与方法,专业必修,城市与环境学院,2,3,BZ2526112632160_27786,1-16,星期三(第3节-第8节),王戎疆吉成均唐志尧朱彪姚蒙,院楼310
2913,12632170,保护和恢复生态学,专业任选,城市与环境学院,1,2,BZ2526112632170_14049,1-16,星期一(第10节-第11节),华方圆,
2914,12632190,景观生态学,专业任选,城市与环境学院,1,2,BZ2526112632190_16099,1-16,星期二(第7节-第8节),沈泽昊,院楼108，国土合，本研合上
2915,12632210,土壤生态学概论,专业任选,城市与环境学院,1,2,BZ2526112632210_16306,1-16,星期二(第5节-第6节),Kazuo Isobe,
2916,12632220,植物生理学与实验,专业任选,城市与环境学院,1,2.5,BZ2526112632220_17874,1-16,星期二(第7节-第9节),王愔,资源东楼1309实验室
2917,12632220,植物生理学与实验,专业任选,城市与环境学院,2,2.5,BZ2526112632220_29032,1-16,星期二(第10节-第12节),王愔,资源东楼1309实验室
2918,12632230,微生物生态学基础,专业任选,城市与环境学院,1,2,BZ2526112632230_15004,1-16,星期四(第7节-第8节),吴林蔚,
2919,12632240,人工智能与生态学,专业任选,城市与环境学院,1,2,BZ2526112632240_11468,1-16,星期一(第5节-第6节),金哲侬,
2920,12633020,普通地质学,专业任选,城市与环境学院,1,3,BZ2526112633020_19592,1-16,星期一(第5节-第6节)(单)星期五(第1节-第2节),刘耕年,人文合
2921,12633040,世界自然地理,专业任选,城市与环境学院,1,2,BZ2526112633040_19080,1-16,星期四(第7节-第8节),彭建,院楼108，人文国土生态城规任
2922,12633080,地球系统科学导论,专业必修,城市与环境学院,1,2,BZ2526112633080_17707,1-16,星期四(第5节-第6节),彭书时,自地城规人文国规基础课，生态任
2923,12633120,遥感原理与应用,专业必修,城市与环境学院,1,3,BZ2526112633120_18029,1-16,星期一(第5节-第6节)(双)星期三(第5节-第6节),张尧,
2924,12633170,气候变化原理与监测预估,专业任选,城市与环境学院,1,2,BZ2526112633170_13241,1-16,星期三(第10节-第11节),王开存,
2925,12633180,生物地球化学循环,专业任选,城市与环境学院,1,2,BZ2526112633180_18743,1-16,星期二(第10节-第11节),袁文平,
2926,12634010,产业地理学,专业必修,城市与环境学院,1,3,BZ2526112634010_16040,1-16,星期二(第5节-第6节)(双)星期五(第3节-第4节),童昕,国土城规任
2927,12634100,地理空间分析,专业任选,城市与环境学院,1,2,BZ2526112634100_11630,1-16,星期三(第1节-第2节),陈彦光,
2928,12634110,人文地理学导论,专业必修,城市与环境学院,1,2,BZ2526112634110_11580,1-16,星期一(第1节-第2节),冯健,城规国土自地任
2929,12634170,可计算一般均衡模型理论与应用,专业任选,城市与环境学院,1,2,BZ2526112634170_13532,1-16,星期四(第5节-第6节),刘宇,本研合上
2930,12634190,北京历史地理,全校公选课,城市与环境学院,1,2,BZ2526112634190_12002,1-16,星期二(第10节-第11节),王长松,
2931,12634200,城市与区域发展,专业必修,城市与环境学院,1,1,BZ2526112634200_17133,1-8,星期三(第5节-第6节),马亮,人文城规国土必修
2932,12634200,城市与区域发展,专业必修,城市与环境学院,2,1,BZ2526112634200_20322,1-8,星期三(第5节-第6节),童昕,人文城规国土必修
2933,12634220,城市地理学,专业必修,城市与环境学院,1,2,BZ2526112634220_17736,1-16,星期二(第10节-第11节),曹广忠,国土合城规基、自地地信任
2934,12635050,建设项目可行性研究,专业任选,城市与环境学院,1,3,BZ2526112635050_18107,1-16,星期三(第7节-第9节),林坚,院楼203，人文任
2935,12635100,规划设计实习,专业必修,城市与环境学院,1,1,BZ2526112635100_11384,1-16,,林坚,
